variant_id,source_kb_id,category,subcategory,original_question,variant_question,review_status,review_notes
v85,43,حيض جي صحت ۽ مدت,حيض ۽ بلوغت,ڇا جيڪڏهن هڪ ڇوڪري 15 سالن جي عمر ۾ هن جي دور جي شروعات نه ڪئي آهي؟,15 سالن جي عمر تائين ماهواري نه اچي ته ڇا ڪجي؟,auto_ok,genuine reword - ماهواري vocabulary - needs native-speaker review
v86,43,حيض جي صحت ۽ مدت,حيض ۽ بلوغت,ڇا جيڪڏهن هڪ ڇوڪري 15 سالن جي عمر ۾ هن جي دور جي شروعات نه ڪئي آهي؟,جيڪڏهن 15 ورهين تائين پهرين ماهواري نه اچي ته ان جو مطلب ڇا آهي؟,auto_ok,genuine reword - ماهواري vocabulary - needs native-speaker review
v87,44,حيض جي صحت ۽ مدت,حيض ۽ بلوغت,ڇا عرصو 10 سالن کان اڳ شروع ٿي سگھي ٿو؟,ماهواري 10 سالن جي عمر کان اڳ به شروع ٿي سگهي ٿي ڇا؟,auto_ok,genuine reword - ماهواري vocabulary - needs native-speaker review
v88,44,حيض جي صحت ۽ مدت,حيض ۽ بلوغت,ڇا عرصو 10 سالن کان اڳ شروع ٿي سگھي ٿو؟,ننڍي عمر ۾، 10 سالن کان اڳ ماهواري اچڻ عام آهي ڇا؟,auto_ok,genuine reword - ماهواري vocabulary - needs native-speaker review
v89,45,حيض جي صحت ۽ مدت,حيض ۽ بلوغت,ڇا پهرين دور جو مطلب آهي ته ڇوڪري ضرور حامل ٿي سگهي ٿي؟,پهرين ماهواري اچڻ کان پوءِ حمل ٿيڻ جو امڪان هوندو آهي ڇا؟,auto_ok,genuine reword - ماهواري vocabulary - needs native-speaker review
v90,45,حيض جي صحت ۽ مدت,حيض ۽ بلوغت,ڇا پهرين دور جو مطلب آهي ته ڇوڪري ضرور حامل ٿي سگهي ٿي؟,پهرين ماهواري بعد ڇوڪري حامل ٿي سگهي ٿي ڇا؟,auto_ok,genuine reword - ماهواري vocabulary - needs native-speaker review
v91,46,حيض جي صحت ۽ مدت,حيض ۽ بلوغت,هڪ عام پهريون دور ڪيترو ڳرو آهي؟,پهرين ماهواري ۾ رت جو وهڪرو عام طور ڪيترو تيز هوندو آهي؟,auto_ok,genuine reword - ماهواري vocabulary - needs native-speaker review
v92,46,حيض جي صحت ۽ مدت,حيض ۽ بلوغت,هڪ عام پهريون دور ڪيترو ڳرو آهي؟,پهرين ماهواري گھڻي يا ٿوري هوندي آهي؟,auto_ok,genuine reword - ماهواري vocabulary - needs native-speaker review
v93,47,حيض جي صحت ۽ مدت,حيض ۽ بلوغت,ڪهڙي پروڊڪٽس هڪ ڇوڪري لاء مناسب آهن ان جي پهرين دور ۾؟,پهرين ماهواري لاءِ ڪهڙيون شيون استعمال ڪرڻ گهرجن؟,auto_ok,genuine reword - ماهواري vocabulary - needs native-speaker review
v94,47,حيض جي صحت ۽ مدت,حيض ۽ بلوغت,ڪهڙي پروڊڪٽس هڪ ڇوڪري لاء مناسب آهن ان جي پهرين دور ۾؟,پهرين ماهواري ۾ ڪپڙو، پيڊ يا ٻيو ڪجهه، ڇا استعمال ڪجي؟,auto_ok,genuine reword - ماهواري vocabulary - needs native-speaker review
v95,48,حيض جي صحت ۽ مدت,حيض ۽ بلوغت,ڇو ڪجهه ڇوڪرين کي پنهنجي پهرين دور جي باري ۾ خوفزده يا شرمسار محسوس ٿئي ٿي؟,پهرين ماهواري تي ڪجهه ڇوڪريون ڊڄي يا شرمائجي ڇو ويندا آهن؟,auto_ok,genuine reword - ماهواري vocabulary - needs native-speaker review
v96,48,حيض جي صحت ۽ مدت,حيض ۽ بلوغت,ڇو ڪجهه ڇوڪرين کي پنهنجي پهرين دور جي باري ۾ خوفزده يا شرمسار محسوس ٿئي ٿي؟,پهرين ماهواري بابت خوف يا شرم ڇو محسوس ٿيندو آهي؟,auto_ok,genuine reword - ماهواري vocabulary - needs native-speaker review
v97,49,حيض جي صحت ۽ مدت,حيض ۽ بلوغت,ماءُ پيءُ پنهنجي ڌيئرن سان بلوغت ۽ عدت بابت ڪيئن ڳالهائي سگهندا؟,والدين ڌيئرن سان ماهواري بابت ڪيئن ڳالهائين؟,auto_ok,genuine reword - ماهواري vocabulary - needs native-speaker review
v98,49,حيض جي صحت ۽ مدت,حيض ۽ بلوغت,ماءُ پيءُ پنهنجي ڌيئرن سان بلوغت ۽ عدت بابت ڪيئن ڳالهائي سگهندا؟,ماءُ پنهنجي ڌيءَ کي ماهواري جي باري ۾ ڪيئن سمجهائي؟,auto_ok,genuine reword - ماهواري vocabulary - needs native-speaker review
v99,50,حيض جي صحت ۽ مدت,حيض ۽ بلوغت,ڇا دور اونچائي ۾ واڌ کي متاثر ڪري ٿو؟,ماهواري شروع ٿيڻ سان قد وڌڻ گھٽجي وڃي ٿو ڇا؟,auto_ok,genuine reword - ماهواري vocabulary - needs native-speaker review
v100,50,حيض جي صحت ۽ مدت,حيض ۽ بلوغت,ڇا دور اونچائي ۾ واڌ کي متاثر ڪري ٿو؟,ماهواري اچڻ کان پوءِ قد وڌڻ تي اثر پوي ٿو ڇا؟,auto_ok,genuine reword - ماهواري vocabulary - needs native-speaker review
v101,51,حيض جي صحت ۽ مدت,حيض ۽ بلوغت,ڇا حيض کان پوءِ ڪجهه مهينن لاءِ دوري ڇڏڻ عام آهي؟,پهرين ماهواري کان پوءِ ڪجهه مهينا ماهواري نه اچي ته اهو عام آهي ڇا؟,auto_ok,genuine reword - ماهواري vocabulary - needs native-speaker review
v102,51,حيض جي صحت ۽ مدت,حيض ۽ بلوغت,ڇا حيض کان پوءِ ڪجهه مهينن لاءِ دوري ڇڏڻ عام آهي؟,شروع ۾ ٻه ٽي ماهواريون وچ ۾ ڇُٽي وڃن ته اهو ٺيڪ آهي ڇا؟,auto_ok,genuine reword - ماهواري vocabulary - needs native-speaker review
v103,52,حيض جي صحت ۽ مدت,حيض ۽ بلوغت,ڇا سمجهيو ويندو آهي 'قائم بلوغت'؟,'مڪمل بلوغت' جو مطلب ڪهڙو آهي؟,auto_ok,genuine reword - ماهواري vocabulary - needs native-speaker review
v104,52,حيض جي صحت ۽ مدت,حيض ۽ بلوغت,ڇا سمجهيو ويندو آهي 'قائم بلوغت'؟,بلوغت کي 'پوري ٿيل' ڪڏهن چئبو آهي؟,auto_ok,genuine reword - ماهواري vocabulary - needs native-speaker review
v105,53,حيض جي صحت ۽ مدت,حيض ۽ بلوغت,ڇا سمجهيو ويندو آهي 'دير بلوغت'؟,'دير سان بلوغت' جو مطلب ڪهڙو آهي؟,auto_ok,genuine reword - ماهواري vocabulary - needs native-speaker review
v106,53,حيض جي صحت ۽ مدت,حيض ۽ بلوغت,ڇا سمجهيو ويندو آهي 'دير بلوغت'؟,بلوغت دير سان اچي ته ان کي ڇا سڏبو آهي؟,auto_ok,genuine reword - ماهواري vocabulary - needs native-speaker review
v107,54,حيض جي صحت ۽ مدت,حيض ۽ بلوغت,ڇا تغذي اثر انداز ٿي سگھي ٿو جڏهن بلوغت ۽ دور شروع ٿئي ٿي؟,کاڌي پيتي جو اثر بلوغت ۽ پهرين ماهواري جي وقت تي پوندو آهي ڇا؟,auto_ok,genuine reword - ماهواري vocabulary - needs native-speaker review
v108,54,حيض جي صحت ۽ مدت,حيض ۽ بلوغت,ڇا تغذي اثر انداز ٿي سگھي ٿو جڏهن بلوغت ۽ دور شروع ٿئي ٿي؟,پوري خوراڪ نه ملڻ ڪري ماهواري دير سان اچي ٿي ڇا؟,auto_ok,genuine reword - ماهواري vocabulary - needs native-speaker review
v109,55,حيض جي صحت ۽ مدت,حيض ۽ بلوغت,ڇا اسڪول جي نرس يا استاد کي ٻڌايو وڃي ته جيڪڏهن هڪ ڇوڪري کي اسڪول ۾ پهريون دور اچي ٿو؟,اسڪول ۾ پهرين ماهواري اچي وڃي ته ٽيچر يا نرس کي ٻڌائجي ڇا؟,auto_ok,genuine reword - ماهواري vocabulary - needs native-speaker review
v110,55,حيض جي صحت ۽ مدت,حيض ۽ بلوغت,ڇا اسڪول جي نرس يا استاد کي ٻڌايو وڃي ته جيڪڏهن هڪ ڇوڪري کي اسڪول ۾ پهريون دور اچي ٿو؟,اسڪول ۾ اوچتو ماهواري اچي ته ڪنهن کي ٻڌائجي؟,auto_ok,genuine reword - ماهواري vocabulary - needs native-speaker review
v111,56,حيض جي صحت ۽ مدت,حيض ۽ بلوغت,ڇا پهرين دوري کان اڳ ويجن مان خارج ٿيڻ عام آهي؟,پهرين ماهواري کان اڳ سفيد پاڻي اچڻ عام آهي ڇا؟,auto_ok,genuine reword - ماهواري vocabulary - needs native-speaker review
v112,56,حيض جي صحت ۽ مدت,حيض ۽ بلوغت,ڇا پهرين دوري کان اڳ ويجن مان خارج ٿيڻ عام آهي؟,پهرين ماهواري کان اڳ ڊسچارج اچڻ شروع ٿئي ٿو ڇا؟,auto_ok,genuine reword - ماهواري vocabulary - needs native-speaker review
v113,57,حيض جي صحت ۽ مدت,حيض ۽ بلوغت,ڇوڪرين کي پهريون ڀيرو پيٽ جي درد کي ڪيئن منظم ڪري سگهي ٿو؟,پهرين ماهواري ۾ پيٽ جي سور کي ڪيئن گھٽ ڪجي؟,auto_ok,genuine reword - ماهواري vocabulary - needs native-speaker review
v114,57,حيض جي صحت ۽ مدت,حيض ۽ بلوغت,ڇوڪرين کي پهريون ڀيرو پيٽ جي درد کي ڪيئن منظم ڪري سگهي ٿو؟,پهرين ماهواري جي سور مان آرام لاءِ ڇا ڪجي؟,auto_ok,genuine reword - ماهواري vocabulary - needs native-speaker review
v115,58,حيض جي صحت ۽ مدت,حيض ۽ بلوغت,ڇو ڪي ثقافتون هڪ تقريب يا رسم سان مينارچ کي نشان لڳايو؟,ڪجهه هنڌن تي پهرين ماهواري تي رسم ڇو ملهائي ويندي آهي؟,auto_ok,genuine reword - ماهواري vocabulary - needs native-speaker review
v116,58,حيض جي صحت ۽ مدت,حيض ۽ بلوغت,ڇو ڪي ثقافتون هڪ تقريب يا رسم سان مينارچ کي نشان لڳايو؟,پهرين ماهواري تي جشن يا رسم ڪرڻ جو مقصد ڪهڙو آهي؟,auto_ok,genuine reword - ماهواري vocabulary - needs native-speaker review
v117,59,حيض جي صحت ۽ مدت,حيض ۽ بلوغت,ڇا اسڪول يا خاندان بابت دٻاءُ پهرين دور جي وقت کي متاثر ڪري سگهي ٿو؟,گھر يا اسڪول جو ٽينشن پهرين ماهواري جي وقت تي اثر انداز ٿي سگهي ٿو ڇا؟,auto_ok,genuine reword - ماهواري vocabulary - needs native-speaker review
v118,59,حيض جي صحت ۽ مدت,حيض ۽ بلوغت,ڇا اسڪول يا خاندان بابت دٻاءُ پهرين دور جي وقت کي متاثر ڪري سگهي ٿو؟,ذهني دٻاءُ ڪري پهرين ماهواري دير يا جلدي اچي سگهي ٿي ڇا؟,auto_ok,genuine reword - ماهواري vocabulary - needs native-speaker review
v119,60,حيض جي صحت ۽ مدت,حيض ۽ بلوغت,حيض جي شروعات ۾ جسم جي چربی ڪهڙو ڪردار ادا ڪري ٿي؟,پهرين ماهواري اچڻ ۾ جسم جي چربيءَ جو ڪهڙو حصو آهي؟,auto_ok,genuine reword - ماهواري vocabulary - needs native-speaker review
v120,60,حيض جي صحت ۽ مدت,حيض ۽ بلوغت,حيض جي شروعات ۾ جسم جي چربی ڪهڙو ڪردار ادا ڪري ٿي؟,بدن ۾ چربی گھٽ هجي ته پهرين ماهواري ۾ دير ٿئي ٿي ڇا؟,auto_ok,genuine reword - ماهواري vocabulary - needs native-speaker review
v121,61,حيض جي صحت ۽ مدت,حيض ۽ بلوغت,ڇا خانداني تاريخ هڪ عنصر آهي جڏهن دور شروع ٿئي ٿي؟,ماءُ جي پهرين ماهواري جي عمر، ڌيءَ تي به اثر انداز ٿئي ٿي ڇا؟,auto_ok,genuine reword - ماهواري vocabulary - needs native-speaker review
v122,61,حيض جي صحت ۽ مدت,حيض ۽ بلوغت,ڇا خانداني تاريخ هڪ عنصر آهي جڏهن دور شروع ٿئي ٿي؟,خاندان ۾ پهرين ماهواري جي عمر جو اثر پيڙهيءَ در پيڙهي هلندو آهي ڇا؟,auto_ok,genuine reword - ماهواري vocabulary - needs native-speaker review
v123,62,حيض جي صحت ۽ مدت,حيض ۽ بلوغت,بلوغت جي سلسلي ۾ ٽينر اسٽيجنگ ڇا آهي؟,Tanner Staging جو مطلب ڪهڙو آهي؟,auto_ok,genuine reword - ماهواري vocabulary - needs native-speaker review
v124,62,حيض جي صحت ۽ مدت,حيض ۽ بلوغت,بلوغت جي سلسلي ۾ ٽينر اسٽيجنگ ڇا آهي؟,بلوغت جا مرحلا ماپڻ لاءِ ٽينر اسٽيجنگ ڇا ٻڌائيندي آهي؟,auto_ok,genuine reword - ماهواري vocabulary - needs native-speaker review
v125,63,حيض جي صحت ۽ مدت,حيض ۽ بلوغت,ڇا نوجوانن ۾ پيٽ جو درد ڪنهن ٻئي جي نشاني ٿي سگهي ٿو؟,ماهواري جو درد سمجهي ٻيو ڪو مسئلو هجي ته ان جي خبر ڪيئن پوي؟,auto_ok,genuine reword - ماهواري vocabulary - needs native-speaker review
v126,63,حيض جي صحت ۽ مدت,حيض ۽ بلوغت,ڇا نوجوانن ۾ پيٽ جو درد ڪنهن ٻئي جي نشاني ٿي سگهي ٿو؟,پيٽ جو سور هميشه ماهواري جو ئي هوندو آهي، يا ڪا ٻي شيء به ٿي سگهي ٿي؟,auto_ok,genuine reword - ماهواري vocabulary - needs native-speaker review
v127,64,حيض جي صحت ۽ مدت,حيض ۽ بلوغت,ڇا هڪ نوجوان کي پنهنجي دور جي شروعات کان ٽريڪ ڪرڻ گهرجي؟,پهرين ماهواري کان وٺي تاريخون لکڻ ضروري آهي ڇا؟,auto_ok,genuine reword - ماهواري vocabulary - needs native-speaker review
v128,64,حيض جي صحت ۽ مدت,حيض ۽ بلوغت,ڇا هڪ نوجوان کي پنهنجي دور جي شروعات کان ٽريڪ ڪرڻ گهرجي؟,ماهواري جون تاريخون ياد رکڻ يا لکڻ فائدي مند آهي ڇا؟,auto_ok,genuine reword - ماهواري vocabulary - needs native-speaker review
v129,65,حيض جي صحت ۽ مدت,حيض ۽ بلوغت,اسڪول ڪيئن مدد ڪري سگھن ٿا حيض جي صحت جي شاگردن لاءِ جيڪي مينارچ جو تجربو ڪن ٿا؟,اسڪولن کي پهرين ماهواري واريءَ ڇوڪريءَ جي ڪهڙي مدد ڪرڻ گهرجي؟,auto_ok,genuine reword - ماهواري vocabulary - needs native-speaker review
v130,65,حيض جي صحت ۽ مدت,حيض ۽ بلوغت,اسڪول ڪيئن مدد ڪري سگھن ٿا حيض جي صحت جي شاگردن لاءِ جيڪي مينارچ جو تجربو ڪن ٿا؟,اسڪول ۾ ماهواري بابت ڇوڪرين جي مدد ڪيئن ٿي سگهي ٿي؟,auto_ok,genuine reword - ماهواري vocabulary - needs native-speaker review
v131,66,حيض جي صحت ۽ مدت,حيض ۽ بلوغت,ڇا اھو عام آھي ته پھرين ڪجھ دورن لاءِ تمام ھلڪو يا ناسي ھجي؟,پهريون ٻه ٽي ماهواريون تمام ٿورو رت وارا هجن ته اهو عام آهي ڇا؟,auto_ok,genuine reword - ماهواري vocabulary - needs native-speaker review
v132,66,حيض جي صحت ۽ مدت,حيض ۽ بلوغت,ڇا اھو عام آھي ته پھرين ڪجھ دورن لاءِ تمام ھلڪو يا ناسي ھجي؟,شروع جون ماهواريون هلڪي رنگ يا گھٽ وهڪري واريون هجن ته ان ۾ ڪا ڳڻتي ناهي؟,auto_ok,genuine reword - ماهواري vocabulary - needs native-speaker review
v133,67,حيض جي صحت ۽ مدت,حيض ۽ بلوغت,ڇا ماحولياتي عنصر بلوغت جي شروعات جي وقت کي متاثر ڪري سگھن ٿا؟,آسپاس جو ماحول پهرين ماهواري اچڻ جي وقت تي اثر انداز ٿئي ٿو ڇا؟,auto_ok,genuine reword - ماهواري vocabulary - needs native-speaker review
v134,67,حيض جي صحت ۽ مدت,حيض ۽ بلوغت,ڇا ماحولياتي عنصر بلوغت جي شروعات جي وقت کي متاثر ڪري سگھن ٿا؟,رهڻي سهڻي يا هنڌ جو بلوغت جي شروعات تي اثر پوي ٿو ڇا؟,auto_ok,genuine reword - ماهواري vocabulary - needs native-speaker review
